person_id,id,name,character,role
52006,tm252245,Orlando von Einsiedel,,DIRECTOR
53290,tm193211,Mahsun Kırmızıgül,,DIRECTOR
413186,tm270555,Richard Ladkani,,DIRECTOR
190017,tm270555,Kief Davidson,,DIRECTOR
71174,tm236999,Miguel Ángel Lamata,,DIRECTOR
145934,tm233570,Wenn V. Deramas,,DIRECTOR
317824,ts55556,Jui-Yuan Tsao,,DIRECTOR
66544,tm233023,Jay Karas,,DIRECTOR
1363930,tm233023,Rami Hachache,,DIRECTOR
69224,tm193388,Nagesh Kukunoor,,DIRECTOR
256029,tm234466,Lô Politi,,DIRECTOR
67023,tm376111,Jean-Claude La Marre,,DIRECTOR
131598,tm239769,Justin Krook,,DIRECTOR
1054248,tm540757,Bhavin Wadia,,DIRECTOR
158267,tm207668,Remo D'Souza,,DIRECTOR
80724,tm228839,Cem Yılmaz,,DIRECTOR
235916,tm233366,Ribhu Dasgupta,,DIRECTOR
47176,tm230524,Guilherme Fontes,,DIRECTOR
235185,tm233157,Gary Wang,,DIRECTOR
236149,tm245042,Soumendra Padhi,,DIRECTOR
19931,tm239947,Chris Sparling,,DIRECTOR
58003,tm315345,Madeleine Gavin,,DIRECTOR
131651,tm239774,Christopher Louie,,DIRECTOR
131816,tm270982,Mijke de Jong,,DIRECTOR
1865096,tm238829,David Feiss,,DIRECTOR
120636,tm233196,Ali Scher,,DIRECTOR
172096,tm246056,Jeremy Konner,,DIRECTOR
32731,tm246056,Riki Lindhome,,DIRECTOR
345564,tm311494,Andrea Molaioli,,DIRECTOR
233314,tm244635,Christopher Murray,,DIRECTOR
65824,tm227044,Vikas Bahl,,DIRECTOR
65301,tm246579,Linas Phillips,,DIRECTOR
234922,tm244868,Ridha Behi,,DIRECTOR
236774,tm245155,Ali F. Mostafa,,DIRECTOR
1985704,ts52825,Li Huizhu,,DIRECTOR
237668,tm245293,Milind Dhaimade,,DIRECTOR
233966,tm232832,Vibeke Idsøe,,DIRECTOR
68648,tm239933,Jorge Michel Grau,,DIRECTOR
257279,tm228657,Mathieu Auvray,,DIRECTOR
196603,tm247644,Lars Büchel,,DIRECTOR
55912,tm212968,G.J. Echternkamp,,DIRECTOR
268954,ts35505,David Schalko,,DIRECTOR
269614,ts78442,Rory Karpf,,DIRECTOR
349623,ts78442,William J. Saunders,,DIRECTOR
94024,tm230927,Ian Edelman,,DIRECTOR
58632,tm244577,Zhao Tianyu,,DIRECTOR
48468,tm227523,Biyi Bandele,,DIRECTOR
35650,tm230426,Vince Marcello,,DIRECTOR
281619,tm283938,Cristina Jacob,,DIRECTOR
211560,tm236705,Raúl Campos,,DIRECTOR
590250,tm236705,Jan Suter,,DIRECTOR
184723,tm244923,Ozan Açıktan,,DIRECTOR
12172,tm266622,Bobcat Goldthwait,,DIRECTOR
230790,tm134052,Prashant Nair,,DIRECTOR
1468,tm246543,Sébastien Betbeder,,DIRECTOR
830244,ts53065,Hyun Wook Song,,DIRECTOR
213097,tm272484,Oz Rodriguez,,DIRECTOR
389284,tm252609,Izu Ojukwu,,DIRECTOR
208175,tm234064,Assad Fouladkar,,DIRECTOR
356850,tm240733,Marcel Barrena,,DIRECTOR
66532,tm230478,Lance Bangs,,DIRECTOR
178169,tm267419,Anthony Giordano,,DIRECTOR
1268993,tm232930,Umesh Ghadge,,DIRECTOR
282335,tm149212,Petra Costa,,DIRECTOR
282336,tm149212,Lea Glob,,DIRECTOR
227658,tm243931,Estela Renner,,DIRECTOR
1363281,tm307997,Florian Schnell,,DIRECTOR
258660,tm235227,Rodrigo Pelmonto,,DIRECTOR
64802,tm219699,Kabir Khan,,DIRECTOR
59607,tm234136,Andrew Goth,,DIRECTOR
131570,tm239764,Alex Coletti,,DIRECTOR
111716,tm225675,Michael Simon,,DIRECTOR
200814,tm244380,Olivia M. Lamasan,,DIRECTOR
211560,tm244079,Raúl Campos,,DIRECTOR
590250,tm244079,Jan Suter,,DIRECTOR
254888,tm263743,Rocky Soraya,,DIRECTOR
243311,tm246485,Pawan Kumar,,DIRECTOR
72217,tm267017,Johan Brisinger,,DIRECTOR
254716,tm224255,Mir-Jean Bou Chaaya,,DIRECTOR
67975,ts38812,Michael John Warren,,DIRECTOR
197591,tm234292,Jorge Hernández Aldana,,DIRECTOR
247263,tm238717,Mahmoud Sabbagh,,DIRECTOR
170550,tm271974,Ali Samadi Ahadi,,DIRECTOR
159658,tm193378,Ryan Polito,,DIRECTOR
63375,tm201855,Nikkhil Advani,,DIRECTOR
200136,ts21876,Chun Chieh Liu,,DIRECTOR
54431,tm272012,Karen J. Lloyd,,DIRECTOR
255957,tm217986,Karan Anshuman,,DIRECTOR
372557,tm215911,Nikon Basu,,DIRECTOR
140242,tm215911,Qaushiq Mukherjee,,DIRECTOR
286453,tm327551,Hernán Zin,,DIRECTOR
64707,tm238486,John Asher,,DIRECTOR
211560,tm295349,Raúl Campos,,DIRECTOR
590250,tm295349,Jan Suter,,DIRECTOR
31988,tm233648,Robb Wells,,DIRECTOR
65831,tm233648,John Paul Tremblay,,DIRECTOR
65830,tm233648,Mike Smith,,DIRECTOR
38046,tm233648,Gary Howsam,,DIRECTOR
612653,tm286268,Robert McCullough Jr.,,DIRECTOR
192301,tm214589,Dan Villegas,,DIRECTOR
275094,tm375681,David Lam,,DIRECTOR
40508,tm316567,Yudai Yamaguchi,,DIRECTOR
264697,tm218683,Will Eisenberg,,DIRECTOR
136620,tm224275,Mai Masri,,DIRECTOR
233825,tm66466,Bejoy Nambiar,,DIRECTOR
836313,tm340927,Suhas Kadav,,DIRECTOR
212423,tm219739,Nuel C. Naval,,DIRECTOR
164764,tm231911,Mae Cruz-Alviar,,DIRECTOR
66544,tm242002,Jay Karas,,DIRECTOR
117061,tm554110,Kunle Afolayan,,DIRECTOR
66532,tm211273,Lance Bangs,,DIRECTOR
109359,tm273933,Benjamin Dickinson,,DIRECTOR
1099359,ts83450,Chen-Nien Ko,,DIRECTOR
298838,ts83450,Chen Yu-hsun,,DIRECTOR
1431163,tm549892,S.A. Zaidi,,DIRECTOR
590029,tm317850,Niyi Akinmolayan,,DIRECTOR
869859,tm494288,Charles Uwagbai,,DIRECTOR
239596,tm452046,Doesjka van Hoogdalem,,DIRECTOR
85219,tm207734,Bill D'Elia,,DIRECTOR
1986860,ts52950,Ching-Fang Lin,,DIRECTOR
234720,tm244842,Eduardo Roy Jr.,,DIRECTOR
791144,ts83454,Wang Ming Tai,,DIRECTOR
1239544,tm350159,Tolu Lordtanner,,DIRECTOR
249327,tm226320,Burak Aksak,,DIRECTOR
260740,tm279828,Theodore Boborol,,DIRECTOR
25469,tm319354,Motonori Sakakibara,,DIRECTOR
211560,tm275726,Raúl Campos,,DIRECTOR
590250,tm275726,Jan Suter,,DIRECTOR
172485,tm311456,Tolga Örnek,,DIRECTOR
759510,tm350374,Farhan Alam,,DIRECTOR
67734,tm243849,Dan Krauss,,DIRECTOR
38906,tm257141,Troy Miller,,DIRECTOR
195083,tm234069,Selçuk Aydemir,,DIRECTOR
140242,tm232947,Qaushiq Mukherjee,,DIRECTOR
259009,tm290157,Pierre Deschamps,,DIRECTOR
68736,tm246810,Akashdeep Saigal,,DIRECTOR
1187222,tm239078,Kumaran,,DIRECTOR
131882,tm282988,Volker Weicker,,DIRECTOR
268959,tm215265,Basil Khalil,,DIRECTOR
97750,tm211571,Hakan Algul,,DIRECTOR
64446,tm242906,Priyadarshan,,DIRECTOR
281619,tm368725,Cristina Jacob,,DIRECTOR
157099,tm203056,Kıvanç Baruönü,,DIRECTOR
157099,tm233463,Kıvanç Baruönü,,DIRECTOR
1018398,tm313374,Juraj Šajmovič,,DIRECTOR
136353,tm283909,Joyce E. Bernal,,DIRECTOR
269021,tm235005,Curtis Graham,,DIRECTOR
412973,tm267112,Jean-Claude Barny,,DIRECTOR
256366,tm247767,Şenol Sönmez,,DIRECTOR
252144,tm198842,Muharrem Gülmez,,DIRECTOR
136353,tm232855,Joyce E. Bernal,,DIRECTOR
595340,tm421214,James Jones,,DIRECTOR
385348,tm350044,Mahdi Fleifel,,DIRECTOR
654537,tm424879,Shigeaki Kubo,,DIRECTOR
1090727,ts53513,Ker Choon Hooi,,DIRECTOR
590029,tm245050,Niyi Akinmolayan,,DIRECTOR
246315,tm247159,Namcito,,DIRECTOR
246317,tm247159,Bảo Nhân,,DIRECTOR
176951,tm407961,Walter Taylaur,,DIRECTOR
67197,tm225416,Brett Weiner,,DIRECTOR
164764,tm198786,Mae Cruz-Alviar,,DIRECTOR
66418,tm232090,Amy Rice,,DIRECTOR
1445928,tm571645,Kevin Layne,,DIRECTOR
761441,tm350727,Ali Bin Matar,,DIRECTOR
761325,tm350727,Ibrahim Bin Mohamed,,DIRECTOR
260740,tm212909,Theodore Boborol,,DIRECTOR
235378,tm233121,Meltem Bozoflu,,DIRECTOR
145940,tm272666,Maryo J. de los Reyes,,DIRECTOR
272345,ts56544,Khalid Nadzri,,DIRECTOR
240357,tm245791,Upi Avianto,,DIRECTOR
157723,tm271333,Jason Paul Laxamana,,DIRECTOR
875111,tm409220,Dare Olaitan,,DIRECTOR
32652,tm1063792,Jörn Donner,,DIRECTOR
855361,tm234735,Rikhil Bahadur,,DIRECTOR
89968,tm312676,Debra Granik,,DIRECTOR
3669,tm239091,Denis Villeneuve,,DIRECTOR
82883,tm244208,Andy Muschietti,,DIRECTOR
3670,tm244259,Taylor Sheridan,,DIRECTOR
160376,tm310953,Boots Riley,,DIRECTOR
1725,tm232797,Christopher Nolan,,DIRECTOR
1092,tm366889,Adam McKay,,DIRECTOR
13025,tm315174,Paul Thomas Anderson,,DIRECTOR
4228,tm315344,Aaron Sorkin,,DIRECTOR
76819,tm318206,Christian Gudegast,,DIRECTOR
23891,tm266714,Dax Shepard,,DIRECTOR
2783,tm425889,Joel Coen,,DIRECTOR
2781,tm425889,Ethan Coen,,DIRECTOR
10009,tm244220,Joe Wright,,DIRECTOR
55874,tm367185,Morgan Neville,,DIRECTOR
29852,tm287684,David Bruckner,,DIRECTOR
59080,tm244174,Bong Joon-ho,,DIRECTOR
2982,tm288010,Scott Mann,,DIRECTOR
365102,tm300280,Catherine Bainbridge,,DIRECTOR
15455,tm244364,Jennifer Kent,,DIRECTOR
645107,tm359978,Jang Hang-jun,,DIRECTOR
18993,tm414073,Brian A. Miller,,DIRECTOR
121310,ts58367,Julia Ford,,DIRECTOR
36214,ts58367,Daniel Nettheim,,DIRECTOR
1199082,ts55798,Park Hyun-seok,,DIRECTOR
174180,tm412550,Claire Scanlon,,DIRECTOR
78521,tm299741,Gilles Paquet-Brenner,,DIRECTOR
200516,tm239286,Julius Onah,,DIRECTOR
8888,tm272060,Tommy Wirkola,,DIRECTOR
66084,tm266666,Mike Flanagan,,DIRECTOR
4239,tm288499,Alfonso Cuarón,,DIRECTOR
15833,tm370212,Baltasar Kormákur,,DIRECTOR
4921,tm244191,Sofia Coppola,,DIRECTOR
31066,tm350379,Pascal Laugier,,DIRECTOR
107958,tm350,Ana Lily Amirpour,,DIRECTOR
2482,tm320570,Jason Reitman,,DIRECTOR
9898,tm357589,Mike Newell,,DIRECTOR
3630,tm233482,Martin Campbell,,DIRECTOR
682828,tm320281,Daniel Kaufman,,DIRECTOR
20859,tm319818,David Mackenzie,,DIRECTOR
36998,tm414887,Victor Levin,,DIRECTOR
16652,tm374132,Susanne Bier,,DIRECTOR
6587,tm280828,McG,,DIRECTOR
240568,ts84574,Caroline Suh,,DIRECTOR
284042,tm371380,Teodora Ana Mihai,,DIRECTOR
8396,tm244197,Jeffrey Nachmanoff,,DIRECTOR
1327252,tm420348,Daniel Goldhaber,,DIRECTOR
682354,ts78558,Aaron Krummel,,DIRECTOR
310548,tm435086,Danishka Esterhazy,,DIRECTOR
253507,tm414285,Skye Borgman,,DIRECTOR
9236,tm244206,Noah Baumbach,,DIRECTOR
194521,ts79926,Daniel Lucchesi,,DIRECTOR
74008,tm273294,Macon Blair,,DIRECTOR
43582,tm280060,Charles Stone III,,DIRECTOR
27369,tm226948,Stuart Hazeldine,,DIRECTOR
288047,tm371900,Matt Palmer,,DIRECTOR
18449,tm271951,Gareth Evans,,DIRECTOR
589304,tm244332,Brad Anderson,,DIRECTOR
135271,tm410435,Susan Johnson,,DIRECTOR
92711,ts78430,S.J. Clarkson,,DIRECTOR
31706,tm362881,Mamoru Hosoda,,DIRECTOR
45443,tm221953,S. S. Rajamouli,,DIRECTOR
56614,tm227940,Cate Shortland,,DIRECTOR
205669,tm311815,Bryan Fogel,,DIRECTOR
145225,ts55645,Laurent Bouzereau,,DIRECTOR
274463,tm362098,Sara Colangelo,,DIRECTOR
38260,tm317542,Zak Hilditch,,DIRECTOR
21954,tm313683,Paco Plaza,,DIRECTOR
20484,tm414220,Donald Petrie,,DIRECTOR
92933,tm299677,Jeremy Saulnier,,DIRECTOR
1033916,tm244325,Nikita Vlasov,,DIRECTOR
1125950,tm435916,Richard Shepard,,DIRECTOR
117207,tm433228,Trevor Nunn,,DIRECTOR
589314,tm244307,David Ayer,,DIRECTOR
55591,ts80705,Barbara Schroeder,,DIRECTOR
116202,tm346943,Mark Raso,,DIRECTOR
61141,tm233362,Charlie McDowell,,DIRECTOR
233205,tm310706,Ben Young,,DIRECTOR
31777,tm244233,Colin Trevorrow,,DIRECTOR
36224,tm317566,Patrick Brice,,DIRECTOR
920288,tm422491,Jodi Scurfield,,DIRECTOR
13150,tm422491,John Luessenhop,,DIRECTOR
79780,tm449070,David Slade,,DIRECTOR
29156,tm315340,Timo Tjahjanto,,DIRECTOR
165298,tm307283,Ben Howling,,DIRECTOR
165294,tm307283,Yolanda Ramke,,DIRECTOR
11289,tm366567,Ari Sandel,,DIRECTOR
96505,tm300615,Dee Rees,,DIRECTOR
9310,tm243326,Andrew Niccol,,DIRECTOR
119174,tm349803,Chris Smith,,DIRECTOR
16982,tm316414,Gregory Plotkin,,DIRECTOR
2459678,ts80523,lareco,,DIRECTOR
140085,tm434202,Olaf de Fleur Johannesson,,DIRECTOR
290206,ts77957,Daniel Sandu,,DIRECTOR
1355058,ts86296,Tom Mallion,,DIRECTOR
47130,tm410742,Alice Rohrwacher,,DIRECTOR
27687,tm244229,Asghar Farhadi,,DIRECTOR
352170,ts53936,Seren Yüce,,DIRECTOR
5565,tm348993,Paul Greengrass,,DIRECTOR
936838,tm427308,Darlene Naponse,,DIRECTOR
1184912,ts85895,Andrey Dzhunkovskiy,,DIRECTOR
180878,tm245176,Fernando Coimbra,,DIRECTOR
1507,tm240076,Sarah Adina Smith,,DIRECTOR
32565,ts77525,Brian Volk-Weiss,,DIRECTOR
59758,ts77525,Tom Stern,,DIRECTOR
220272,tm298084,Ildikó Enyedi,,DIRECTOR
14035,tm423436,Peter Hedges,,DIRECTOR
10256,ts85568,Philipp Kadelbach,,DIRECTOR
610739,ts77474,Lee Eung-bok,,DIRECTOR
115892,tm368449,Tamara Jenkins,,DIRECTOR
74397,tm433381,Oriol Paulo,,DIRECTOR
69765,tm349278,Robin Aubert,,DIRECTOR
291054,tm363488,Julie Cohen,,DIRECTOR
808126,tm363488,Betsy West,,DIRECTOR
49447,tm315424,Jim Hosking,,DIRECTOR
183024,tm310899,Garth Davis,,DIRECTOR
7617,tm417496,Anne Fletcher,,DIRECTOR
921132,tm352588,Federico D'Alessandro,,DIRECTOR
127715,tm314477,Eduardo Casanova,,DIRECTOR
44333,ts75263,Errol Morris,,DIRECTOR
16441,tm368241,Miguel Arteta,,DIRECTOR
177218,tm503797,Richard Trank,,DIRECTOR
24415,tm244175,Niki Caro,,DIRECTOR
77785,tm321224,Kyle Newacheck,,DIRECTOR
37676,tm416105,Marcus Raboy,,DIRECTOR
26809,tm285107,Stephen Frears,,DIRECTOR
25789,tm319882,Joel Hopkins,,DIRECTOR
879305,tm420274,Madeleine Parry,,DIRECTOR
405145,tm420274,Jon Olb,,DIRECTOR
32704,tm233294,David Michôd,,DIRECTOR
292612,tm320255,Nattawut Poonpiriya,,DIRECTOR
958470,ts83745,Gene Bernard,,DIRECTOR
1034892,ts85810,Samer AL Barkawi,,DIRECTOR
35650,tm412623,Vince Marcello,,DIRECTOR
38207,tm374313,Roland Joffé,,DIRECTOR
33551,tm411311,James Marsh,,DIRECTOR
184779,tm368040,Lennart Ruff,,DIRECTOR
76168,tm324155,Alain Desrochers,,DIRECTOR
1858,tm244148,Andy Serkis,,DIRECTOR
17130,tm363248,David Wain,,DIRECTOR
24671,ts57082,Damon Beesley,,DIRECTOR
23633,tm420745,David M. Rosenthal,,DIRECTOR
20643,tm217228,Adam Wingard,,DIRECTOR
1300930,tm426274,Eliza Brownlie,,DIRECTOR
58496,tm363103,C.J. Wallis,,DIRECTOR
15246,tm139885,Orson Welles,,DIRECTOR
12340,tm244317,Marti Noxon,,DIRECTOR
6887,tm219259,Jay Baruchel,,DIRECTOR
281234,tm370232,Jeremiah Zagar,,DIRECTOR
261841,tm431347,Anne Sundberg,,DIRECTOR
178352,tm431347,Ricki Stern,,DIRECTOR
44634,tm211554,Liam O'Donnell,,DIRECTOR
1324107,tm292837,Adrián Espinosa,,DIRECTOR
262525,tm351101,Paul Urkijo,,DIRECTOR
313541,tm328443,Kim Jee-woon,,DIRECTOR
798644,tm367065,Sandi Tan,,DIRECTOR
18192,tm281935,Jon Lucas,,DIRECTOR
40571,tm281935,Scott Moore,,DIRECTOR
973708,tm439484,Armita Keyani,,DIRECTOR
240118,tm306301,Nicolas Pesce,,DIRECTOR
120450,tm139545,Martin Zandvliet,,DIRECTOR
90713,tm374454,Stephen S. Campanelli,,DIRECTOR
68833,tm423373,Sriram Raghavan,,DIRECTOR
2564,tm349800,Brie Larson,,DIRECTOR
106811,tm284015,Nana Ekvtimishvili,,DIRECTOR
106812,tm284015,Simon Groß,,DIRECTOR
33248,tm289181,Drake Doremus,,DIRECTOR
651117,tm312767,Avgousta Zourelidi,,DIRECTOR
101462,tm436470,Alex Merkin,,DIRECTOR
111766,tm411415,Stephen Kijak,,DIRECTOR
2330,tm370392,Robert Smigel,,DIRECTOR
248792,tm300184,Adam Randall,,DIRECTOR
29156,tm414962,Timo Tjahjanto,,DIRECTOR
618321,ts55581,Kim Byung-soo,,DIRECTOR
20359,tm370436,Madeleine Sami,,DIRECTOR
20356,tm370436,Jackie van Beek,,DIRECTOR
335846,ts81318,Omri Givon,,DIRECTOR
103921,tm307910,Keegan Kuhn,,DIRECTOR
56653,tm321596,Hannah Fidell,,DIRECTOR
589113,tm324870,Olivia Milch,,DIRECTOR
31687,tm406111,Jesse V. Johnson,,DIRECTOR
58868,tm298339,John Butler,,DIRECTOR
33266,tm245937,Joe Swanberg,,DIRECTOR
936912,tm464542,Aditya Kripalani,,DIRECTOR
1723130,tm356742,Joel Crawford,,DIRECTOR
24495,tm351216,Griffin Dunne,,DIRECTOR
306360,ts83360,Kim Hong-sun,,DIRECTOR
56429,tm298846,Jim Strouse,,DIRECTOR
233637,tm414709,Matthew Ross,,DIRECTOR
103640,tm367250,Joram Lürsen,,DIRECTOR
87080,tm411507,Alex Timbers,,DIRECTOR
98241,ts75749,Park Joon-hwa,,DIRECTOR
1116008,ts76486,Kim Jin-won,,DIRECTOR
33087,tm327199,Ernie Barbarash,,DIRECTOR
386418,tm409766,Anthony Byrne,,DIRECTOR
1523198,ts82892,Gareth Morrow,,DIRECTOR
162324,tm420797,Ian Samuels,,DIRECTOR
979771,tm438502,Guillermo de Oliveira,,DIRECTOR
629444,tm411958,Alex Richanbach,,DIRECTOR
13242,tm322243,Oren Uziel,,DIRECTOR
640246,tm305437,Raymie Muzquiz,,DIRECTOR
39685,ts76417,Jonas Govaerts,,DIRECTOR
130554,ts76417,Kaat Beels,,DIRECTOR
35991,ts53367,Yoh Yoshinari,,DIRECTOR
75822,tm312577,Fumihiko Sori,,DIRECTOR
250687,tm413049,Yan Han,,DIRECTOR
741815,tm346467,Jeremy Rush,,DIRECTOR
1103262,ts53101,Shin Yong Hwi,,DIRECTOR
37676,tm299790,Marcus Raboy,,DIRECTOR
157045,tm219258,Gerard Barrett,,DIRECTOR
75362,tm266652,Shinsuke Sato,,DIRECTOR
230981,tm244368,Brent Bonacorso,,DIRECTOR
111112,ts86814,Joshua Zeman,,DIRECTOR
253307,tm419733,Damián Romay,,DIRECTOR
112665,tm352774,Myles Kane,,DIRECTOR
112667,tm352774,Josh Koury,,DIRECTOR
157569,tm406881,Dava Whisenant,,DIRECTOR
1024044,ts80720,He Xiaofeng,,DIRECTOR
227880,tm317110,Yeon Sang-ho,,DIRECTOR
24221,tm437608,Steven Brill,,DIRECTOR
869523,tm407827,Lukas Dhont,,DIRECTOR
33169,tm326723,Maya Forbes,,DIRECTOR
157200,tm241990,Hiroyuki Seshita,,DIRECTOR
5108,tm285356,Angelina Jolie,,DIRECTOR
35815,tm324820,Shoujirou Nishimi,,DIRECTOR
1243837,tm324820,Guillaume Renard,,DIRECTOR
1434128,ts83251,Adam Franklin,,DIRECTOR
7666,tm330869,Raja Gosnell,,DIRECTOR
119930,tm285340,Michael Stephenson,,DIRECTOR
352737,tm270999,Dallas Jenkins,,DIRECTOR
1966322,ts77034,탕빈,,DIRECTOR
245303,tm349138,Heidi Ewing,,DIRECTOR
245304,tm349138,Rachel Grady,,DIRECTOR
39576,tm448122,Paul Dugdale,,DIRECTOR
37665,ts85968,Jessy Terrero,,DIRECTOR
180090,tm315584,Kobun Shizuno,,DIRECTOR
157200,tm315584,Hiroyuki Seshita,,DIRECTOR
10964,tm420334,Lauren Miller,,DIRECTOR
996219,ts75620,Ko Jae-hyun,,DIRECTOR
306360,ts75620,Kim Hong-sun,,DIRECTOR
285881,tm282910,Kai Wang,,DIRECTOR
1259300,tm282910,Ding Ma,,DIRECTOR
31566,ts58175,Spike Lee,,DIRECTOR
157200,tm425138,Hiroyuki Seshita,,DIRECTOR
180090,tm425138,Kobun Shizuno,,DIRECTOR
201444,tm307515,Esteban Crespo,,DIRECTOR
23978,tm244519,George Nolfi,,DIRECTOR
24284,tm347821,Lynn Shelton,,DIRECTOR
63816,tm298779,Masaaki Yuasa,,DIRECTOR
813127,ts85170,Ahn Gil-ho,,DIRECTOR
96142,tm369179,Stephanie Laing,,DIRECTOR
1073700,ts75477,Kelly Loudenberg,,DIRECTOR
627807,ts83502,Sébastien Mounier,,DIRECTOR
50541,ts83502,Thomas Cailley,,DIRECTOR
24221,tm266685,Steven Brill,,DIRECTOR
122255,tm409618,Craig Johnson,,DIRECTOR
178281,tm347530,Chris Moukarbel,,DIRECTOR
589811,ts58297,Sandy Johnson,,DIRECTOR
166267,ts80959,Neeraj Ghaywan,,DIRECTOR
65822,ts80959,Vikramaditya Motwane,,DIRECTOR
61026,ts80959,Anurag Kashyap,,DIRECTOR
414941,tm313974,Morgan Pehme,,DIRECTOR
299028,tm313974,Dylan Bank,,DIRECTOR
656134,tm313974,Daniel DiMauro,,DIRECTOR
141462,tm359103,Isao Yukisada,,DIRECTOR
598592,tm1883,Tony Bancroft,,DIRECTOR
200331,tm1883,Scott Christian Sava,,DIRECTOR
179593,tm1883,Jaime Maestro,,DIRECTOR
989549,ts81414,Lin He Long,,DIRECTOR
916780,ts76793,Jeff Daniels,,DIRECTOR
39622,ts78231,Darren Grant,,DIRECTOR
291593,ts78231,Erica A. Watson,,DIRECTOR
159658,ts321277,Ryan Polito,,DIRECTOR
194892,ts321277,Daniel Sloss,,DIRECTOR
255818,ts83790,Song Hyun-wook,,DIRECTOR
85433,tm271959,Noël Wells,,DIRECTOR
69215,tm318200,Chris Perkel,,DIRECTOR
246403,tm375912,John L. Spencer,,DIRECTOR
51561,tm407775,Emmanuel Mouret,,DIRECTOR
1575369,ts236347,Kazutaka Watanabe,,DIRECTOR
41068,tm436844,Clay Kaytis,,DIRECTOR
27557,tm429163,Mar Targarona,,DIRECTOR
244896,tm308090,Jason Sussberg,,DIRECTOR
674733,tm308090,David Alvarado,,DIRECTOR
1012500,tm427465,Alan Hicks,,DIRECTOR
21715,tm427465,Rashida Jones,,DIRECTOR
69510,tm349529,Jon Alpert,,DIRECTOR
353029,tm372318,Romain Gavras,,DIRECTOR
392468,ts75341,Teruo Noguchi,,DIRECTOR
763902,ts75341,Kiyoshi Yamamoto,,DIRECTOR
201616,tm299761,Vicente Villanueva,,DIRECTOR
506711,ts57811,Yoshiyuki Asai,,DIRECTOR
33881,tm348003,Isaac Florentine,,DIRECTOR
135271,tm219252,Susan Johnson,,DIRECTOR
32953,tm294581,Dito Montiel,,DIRECTOR
333785,tm290831,Alethea Jones,,DIRECTOR
28317,tm425732,Nicole Holofcener,,DIRECTOR
147424,tm413557,Kitarou Kousaka,,DIRECTOR
608264,ts85837,Jo Hyun-tak,,DIRECTOR
26955,tm285295,Ritesh Batra,,DIRECTOR
49421,tm366019,Erik Matti,,DIRECTOR
275137,tm350607,Scott McAboy,,DIRECTOR
961656,tm434917,Christophe Charrier,,DIRECTOR
46141,tm368538,Axelle Laffont,,DIRECTOR
175889,tm445735,Thom Zimny,,DIRECTOR
282452,tm427293,Hugo Stuven Casasnovas,,DIRECTOR
31757,tm353742,Paul Solet,,DIRECTOR
183254,tm311898,Rodrigo Grota,,DIRECTOR
843546,tm326624,Jennifer Brea,,DIRECTOR
661319,ts53399,Lam Yuk Fan,,DIRECTOR
1002287,tm443993,Duncan McMath,,DIRECTOR
930112,ts82445,Zhu Ruibin,,DIRECTOR
1111070,ts82445,Cheng Feng,,DIRECTOR
417627,ts80411,Kim Jin-min,,DIRECTOR
25347,ts55232,Kenji Kamiyama,,DIRECTOR
18993,tm420656,Brian A. Miller,,DIRECTOR
73804,tm441198,Mike Rohl,,DIRECTOR
594210,tm430104,Byun Hyuk,,DIRECTOR
24990,tm285649,Joseph Ruben,,DIRECTOR
785642,tm313293,Sabaah Folayan,,DIRECTOR
786140,tm357820,Suzanne Coote,,DIRECTOR
275973,tm357820,Matt Angel,,DIRECTOR
118156,tm440996,David Paul Meyer,,DIRECTOR
28681,tm260272,Eli Craig,,DIRECTOR
637622,ts80479,Noh Jong-chan,,DIRECTOR
923454,ts82268,Patrick Graham,,DIRECTOR
160440,tm446424,Justin G. Dyck,,DIRECTOR
247764,tm320727,Liz Plonka,,DIRECTOR
24449,ts90594,Conrad Helten,,DIRECTOR
281126,ts76603,Ten Shimoyama,,DIRECTOR
1533901,ts87194,John Karabelas,,DIRECTOR
190017,tm313487,Kief Davidson,,DIRECTOR
111677,tm313487,Pedro Kos,,DIRECTOR
86007,tm357479,Hèctor Hernández Vicens,,DIRECTOR
379861,ts82631,Nonthakorn Thaweesuk,,DIRECTOR
963922,tm368310,Alvaro Delgado Aparicio,,DIRECTOR
1081730,ts76753,Kim Jung-hyun,,DIRECTOR
1966741,ts76753,Park Hong-kyun,,DIRECTOR
60148,tm440415,Aram Rappaport,,DIRECTOR
107255,ts84646,Christoffer Boe,,DIRECTOR
31915,tm300054,Hatem Khraiche,,DIRECTOR
295125,tm320670,Alexandre Espigares,,DIRECTOR
722189,ts81583,Hong Jong-chan,,DIRECTOR
237432,tm233360,Elite Zexer,,DIRECTOR
38631,tm443186,Vlad Yudin,,DIRECTOR
701746,tm314705,Shannon Hartman,,DIRECTOR
67975,tm324124,Michael John Warren,,DIRECTOR
246959,tm417440,Alexis Morante,,DIRECTOR
185519,tm139564,Peter Hutchings,,DIRECTOR
99602,ts79997,Ahn Pan-seok,,DIRECTOR
589281,tm327540,Peter Lepeniotis,,DIRECTOR
189657,tm371630,Marco Petry,,DIRECTOR
728308,ts76478,Shin Won-ho,,DIRECTOR
3281,tm344886,Ariel Vromen,,DIRECTOR
305367,tm420989,Tyler Spindel,,DIRECTOR
44333,tm270490,Errol Morris,,DIRECTOR
708045,tm325102,Johnny Castuciano,,DIRECTOR
365379,tm325102,Roy Burdine,,DIRECTOR
